source	target
Rettighetshaverne vil vurdere videre avgrensing av funnet med hensyn til en mulig utbygging over Norne FPSO.	The licensees will consider further delineation of the discovery with regard to a potential development via the Norne FPSO.
Arbeidet med å oppdatere oversiktene er nå i gang.	The work to update the overviews is now underway.
Dette utgjør rundt tolv prosent av den totale norske produksjonen av olje og gass siden starten og fram til årsskiftet.	This amounts to about 12 per cent of the total Norwegian production of oil and gas since the very beginning and until the turn of the year.
Fire nye felt ble satt i produksjon i 2015.	Four new fields came on stream in 2015.
2004: Gullfaks.	2004: Gullfaks licence.
Arealet i dette løyvet består av del av blokk 6707/10.	The area in this licence consists of part of block 6707/10.
Oskar Fjeld, letesjef i Skagen 44	Oskar Fjeld, exploration manager in Skagen 44
Oljeressurser i funn har økt med 90 millioner Sm3, mens gassressurser er redusert med 14 milliarder Sm3.	Oil resources in discoveries have increased by 90 million Sm3, while gas resources were reduced by 14 billion Sm3.
Totalvolumet er 1,1 MSm3 o.e. høgare enn i 2014.	The total volume is 1.1 MSm3 o.e. higher than for the same period in 2014.
Her er en oversikt over vitenskapelige undersøkelsestillatelser som er utstedt av OD i perioden 2004 – 2015.	Here is an overview of scientific survey licences issued by the NPD during the period 2004-2015.
Felteierne har visjoner om at det fortsatt er rom for reservevekst og økt levetid langt utvover dagens lisensperiode som utløper i 2028.	The field owners continue to envisage a growth in reserves and an extended lifetime far beyond the current license period which expires in 2028.
Tillatelsen ble tildelt i 12. konsesjonsrunde i 1988.	The licence was awarded in the 12th licensing round in 1988.
Kursene går over tre dager, med obligatorisk oppmøte.	The courses run over three days, with mandatory attendance each day.
TFO 2010 vart annonsert 19. februar 2010: Tildeling i førehandsdefinerte område 2010 (TFO 2010) utlysning Ved søknadsfristen 15. september var det muleg å søke på totalt 81.500 km2, fordelt på 302 blokker.	APA 2010 was announced on 19 February 2010: 2010 Awards in Predefined Areas (APA 2010) announcement At the application deadline on 15 September, companies could apply for a total of 81,500 km2, distributed among 302 blocks.
Talisman Energy Norge AS er operatør med ein del på 31,5 prosent.	Talisman Energy Norge AS is the operator with an ownership interest of 31.5 per cent.
Dana Petroleum Norway AS	Dana Petroleum Norway AS
Hydro, Sintef, Franlab og OD mente ut fra tester at disse utfordringene kunne løses.	On the basis of tests, Hydro, Sintef, Franlab and the NPD believed that these challenges could be resolved.
Oljedirektoratets kartlegging i Nordland VII og Troms II startet i 2007 med innsamling av 2D-seismikk og fortsatte i 2008 med innsamling av 2D- og 3D-seismikk i Nordland VII og Troms II.	The NPD's mapping of Nordland VII and Troms II started in 2007 with acquisition of 2D seismic data, and continued in 2008 with acquisition of 2D and 3D seismic data in Nordland VII and Troms II.
Som basis for kurset skal den enkelte ha inngående kunnskaper om fiskeriaktiviteten.	Individuals who want to take the course must have thorough knowledge about fishery activities.
Brønnen påtraff en total gasskolonne på 38 meter i Niseformasjonen, hvorav om lag 30 meter i sandstein med svært god reservoarkvalitet.	The well encountered a total gas column of 38 metres in the Nise formation, of which about 30 metres in sandstone of extremely good reservoir quality.
Utvinningstillatelse 440 S ble tildelt Faroe Petroleum Norge AS i 2007 (TFO 2006).	Production licence 440 S was awarded to Faroe Petroleum Norge AS in 2007 (APA 2006).
Foreløpige beregninger av størrelsen på funnene er mellom 2 og 10 millioner standard kubikkmeter (Sm3) utvinnbar olje innenfor utvinningstillatelse 338.	Preliminary estimates indicate that the size of the discoveries are between 2 and 10 million standard cubic metres (Sm3) recoverable oil in production licence 338.
Des 2008	December 2008
Væskeproduksjonen i april fordeler seg slik: 1 584 000 fat olje, 330 000 fat NGL og 49 000 fat kondensat i gjennomsnitt per dag.	The average daily liquid production in April was: 1 584 000 barrels of oil, 330 000 barrels of NGL and 49 000 barrels of condensate.
Tillatelsen ble fradelt utvinningstillatelse 038 i 2009.	The licence was carved out from production licence 038 in 2009.
Tillatelsen ble tildelt i 18. konsesjonsrunde i 2004.	The license was awarded in the 18th licensing round in 2004.
For å avklare framgangsmåten i slike saker, har OD utarbeidet en veiledning.	The NPD has prepared guidelines that can help clarify the proper procedure in these cases.
Hensikten med sidestegene 15/6-13 A og 15/6-13 B var å avgrense funnet med hensyn til muligheten for henholdsvis olje dypere og gass høyere på strukturen.	The objective of sidetracks 15/6-13 A and 15/6-13 B was to delineate the discovery as regards the likelihood of deeper oil and shallower gas on the structure.
Så langt i 2012 er den totale petroleumsproduksjonen om lag 154,0 millionar standard kubikkmeter oljeekvivalentar (MSm3 o.e.).	The total petroleum production for the first eight months of 2012 is about 154.0 million Sm3 oil equivalents.
I rapporten peiker prosjektet mellom anna på kva industri og styresmakter kan gjere for å få plass gode rammer og ein infrastruktur for transport av CO2.	The report also addresses factors such as what industry and the authorities can do to establish a good framework and an infrastructure for CO2 transport.
Endelege produksjonstal for juli 2011 syner ein gjennomsnittleg dagsproduksjon på om lag 1,705 millionar fat olje, 0,332 millionar fat NGL og kondensat og totalt 7,3 GSm3 gass.	Final production figures from July 2011 show an average daily production of about 1.705 million barrels of oil, 0.332 million barrels of NGL and condensate and a total of 7.3 billion Sm3 net gas production.
Se OD's faktasider.	See NPD's facta pages.
Boreprogrammet for brønn 7220/6-2 gjeld boring av ein undersøkingsbrønn i utvinningsløyve 609.	The drilling programme for well 7220/6-2 relates to the drilling of a wildcat well in production licence 609.
Tema: Brønner | Utbygging og drift	Topics: Wells | Development and operations
Enkelte tema vil være universelle, for eksempel det å følge pengestrømmene.	Certain issues will be universal, such as seeing where the money goes.
Så langt i 2004 er den totale produksjonen om lag 174,9 millioner Sm3 o.e.	So far this year the total production is about 174.9 million Sm3 o.e.
Brønnen er boret om lag 10 kilometer øst for Sleipner A-plattformen i midtre del av Nordsjøen og 220 kilometer vest for Stavanger.	The well was drilled approximately 10 kilometres east of the Sleipner A platform in the central part of the North Sea and 220 kilometres west of Stavanger.
Hensikten med testen var å undersøke trykkforholdene og produktiviteten i oppsprukne karbonatbergarter i Shetlandgruppen av kritt alder og i overliggende sandsteiner i intra-Listaformasjonen av paleocen alder.	The objective of the test was to investigate pressure conditions and productivity in jointed carbonate rocks in the Shetland group from the Cretaceous Age, as well as in the overlying sandstones in the intra-Lista formation from the Paleocene Age.
Funnet er estimert til å innehalde rundt 28,1 millionar standard kubikkmeter oljeekvivalentar, for det meste olje med noko assosiert gass og våtgass (NGL).	The discovery is estimated to contain approximately 28.1 million standard cubic meters of oil equivalent, mostly oil, but also some associated gas and natural gas liquid (NGL).
”Bruk av gassinjeksjon fortjener en pris, og kanskje burde vi ha gitt den tidligere.	“Use of gas injection deserves a prize, and perhaps we should have awarded it sooner.
Jordens alder – en fargerik historie	Geological time – a colourful story
REST-API i formatene XML, JSON(P), CSV og YAML.	REST-API in XML, JSON(P), CSV and YAML formats.
I fjor gikk salget noe ned, uten at markedet skulle tilsi det.	Last year the gas sale declined somewhat, without any clear reason for this in the market.
I alt fem småskala formasjonstester (mini-DSTer) er gjennomført i olje og vannsonen, med test-produksjon av en-meters intervaller inn gjennom borestrengen.	A total of five small-scale formation tests (mini DSTs) have been carried out in the oil and water zone, with test production of one-metre intervals through the drilling string.
Boreprogrammet for brønnbane 34/11-5 S gjelder boring av undersøkelsesbrønn i utvinningstillatelse 193.	The drilling program for well path 34/11-5 S applies to drilling of wildcat wells in production licence 193.
Brønnen ble boret på et prospekt av Oxfordian sandstein, som tidligere var påvist av brønn 15/12-12, boret av Norsk Hydro i 2001.	The well was drilled on a prospect in Oxfordian sandstone, previously proven by well 15/12-12, drilled by Norsk Hydro in 2001.
Brønn 6507/6-4-A skal borast frå boreinnretninga Borgland Dolphin i posisjon 65°38’55,6” nord og 7°42’34,9”aust etter avslutting av boring av undersøkingsbrønn 6507/6-4-S for E.On Ruhrgas Norge AS i utvinningsløyve 350.	Well 6507/6-4-A will be drilled from the Borgland Dolphin drilling facility at position 65°38’55.6” north and 7°42’34.9”east after completing drilling of wildcat well 6507/6-4-S for E.On Ruhrgas Norge AS in production licence 350.
Prisen ble tildelt første gang i 1998.	The award was established in 1998.
Både fiskerlaget og enkeltfiskere har påpekt at også de som fisker med juksa og snurrevad blir forhindret som følge av at OD skal samle 3D-seismikk i seks uker i perioden 29. juni til 9. august.	Both the fishermen’s association and individual fishermen have pointed out that those who use Danish seine and hand-lines will be prevented from fishing due to the NPD’s acquisition of 3D seismic data for six weeks from 29 June to 9 August.
Det vil gi lønnsom produksjon i mange tiår framover,» sier Ingrid Sølvberg, direktør for utbygging og drift i Oljedirektoratet.	This will yield profitable production for many decades in the future,” says Ingrid Sølvberg, Director of development and operations in the Norwegian Petroleum Directorate.
Det planlegges videre boring i området rundt Snøhvit i 2007/2008.	Additional drilling is planned in the Snøhvit area in 2007/2008.
Disse er i ferd med å overta også utvinningstillatelse 088BS.	These partners are also in the process of taking over production license 088BS.
Statoil Petroleum AS er operatør med 100 prosent.	Statoil Petroleum AS is the operator with a 100 per cent ownership interest.
Operatør AkerBP planlegger oppstart i desember.	The operator AkerBP has scheduled start-up for December.
Dette er to og en halv prosent høyere enn salgsvolumet for 2005.	This is 2.5 percent higher than the sales volume for 2005.
Dette er den første letebrønnen i utvinningstillatelse 338.	Exploration well 16/1-8 is the first well to be drilled in production licence 338.
Utvinningsløyve 501 vart delt ut 23. januar 2009 (TFO 2008).	Production licence 501 was awarded on 23 January 2009 (APA 2008).
Etter at målet om null utslipp av olje og miljøfarlige stoffer til sjø kom i 1997, har operatørselskapene på norsk sokkel arbeidet målrettet for å bytte ut kjemikalier som har dårlige miljøegenskaper med miljømessig bedre alternativer.	After the goal of zero discharges of oil and hazardous substances to the sea was introduced in 1997, operating companies on the Norwegian shelf have worked purposefully to replace chemicals with negative environmental properties with more environmentally friendly alternatives.
Gassnova, som er statens foretak for karbondioksidhåndtering, er ansvarlig for gjennomføringen av regjeringens fangst- og lagringsprosjekt for karbondioksid fra Mongstad og fra Kårstø (Carbon capture and storage, CCS).	Gassnova, the state-owned enterprise for handling CO2, is responsible for implementing the Government's carbon capture and storage (CCS) project for CO2 from Mongstad and Kårstø.
Oljen og gassen frå Bøyla vil bidra til en fortsatt god utnyttelse av innretningen,” kommenterer Kjetil Aasoldsen, direktør for Nordsjøen sør.	The oil and gas from Bøyla will contribute to a continued sound utilisation of the facility,” Kjetil Aasoldsen, director of the North Sea South, comments.
Dette er den første letebrønnen i utvinningstillatelse 530.	This is the first exploration well in production licence 530.
Dessuten gir det goodwill til norsk olje- og gassnæring.	It also provides goodwill to the Norwegian oil and gas industry."
Lenke: Pressemelding fra Olje- og enegidepartementet >>	Read OED's press release >>
CCS-seminaret (CCS=Carbon capture and storage) foregår I området Centre Court i hall M fra klokka 9.50 til 13.00.	The CCS seminar (CCS=Carbon capture and storage) will take place in the Centre Court area in hall M from 09:50 to 13:00.
Havdypet er 113 meter.	The sea depth is 113 metres.
Utvinningsløyvet blei tildelt i konsesjonsrunde 10-B i 1986.	The production licence was awarded in licensing round 10-B in 1986.
Utvinningsløyvet består av delar av blokk 6506/3.	The production licence consists of parts of block 6506/3.
Utvinningsløyve 248 F vart skilt ut frå utvinningsløyve 248 den 10. desember 2015.	Production licence 248 F was carved out of production licence 248 on 10 December 2015.
Én bane, mange spillere Arktis har i løpet av 15 år gått fra å være et bipolart spenningsfelt for kaldkrigende supermakter til å bli krysspunkt for internasjonalt, politisk samarbeid.	Collaboration The Arctic has moved over 15 years from being a focus of bipolar tension between the superpowers to a crossroads for international political cooperation.
I tillegg er det tildelt ein del lisensar i havet.	In addition, a few licenses have been awarded offshore.
Brønn 35/9-5 er den første letebrønnen i tillatelsen.	Well 35/9-5 is the first exploration well in the licence.
Den totale petroleumsproduksjonen dei ni første månadene i år er om lag 176,7 millionar Sm3 o.e.	The total production is about 176.7 million Sm3 o.e.
Rettighetshaverne i utvinningstillatelse 057/Snorre Unit vil vurdere å produsere funnet mot Snorrefeltet.	The licensees in production licence 057/Snorre Unit will consider producing the discovery via the Snorre field.
Arealet i denne tillatelsen består av deler av blokkene 25/2 og 25/3.	The area in this production licence consists of parts of blocks 25/2 and 25/3.
«Det er viktig og nyttig at fagmiljøene kommer sammen og deler kunnskap om aktiviteter relatert til CO2-lagring.	"It is important and beneficial that the expert communities come together and share knowledge related to CO2 storage.
Tiltakene innen petroleumsindustrien har et kostnadsspenn fra 400 kroner til 4000 kroner per tonn redusert CO2.	The measures in the petroleum industry cost in the range of NOK 400 to NOK 4000 per tonne of reduced CO2.
Oljedirektoratet beklager de ulempene dette vil medføre for brukere av disse tjenestene.	The NPD regrets the inconvenience caused to the users of these services.
Alle brønnene ble avsluttet i Dunlingruppen i nedre jura.	All of the wells were terminated in the Dunlin Group in the Lower Jurassic.
Brønn 6407/1-5 S skal borast frå boreinnretninga Borgland Dophin i posisjon 64°59’20,14”nord og 07°00’17,24”aust etter avslutting av boring av undersøkingsbrønn 6507/6-4A for E.ON Ruhrgas i utvinningsløyve 350.	Well 6407/1-5 S will be drilled from the Borgland Dolphin drilling facility at position 64°59’20.14”north and 07°00’17.24”east after completing the drilling of wildcat well 6507/6-4A for E.ON Ruhrgas in production licence 350.
Reservoaret i Johan Sverdrupfunnet ligger om lag 1800 meter under havbunnen, og kan beskrives som et relativt flatt geologisk landskap, delt inn i ulike høyder, terrasser og bassenger.	The reservoir in the Johan Sverdrup discovery is located about 1800 metres under the seabed, and can be described as a relatively flat geological landscape, split into various hills, terraces and basins.
Bodø radio kunngjør hver morgen posisjonene til seismikkfartøyet Artemis Atlantic for de neste 24 timene.	Bodø radio announces the positions of the Artemis Atlantic seismic vessel every morning for the next 24 hours.
Boreprogrammet for brønn 7220/10-1 gjeld boring av første brønn i utvinningsløyve 533.	The drilling programme for well 7220/10-1 applies to the drilling of the first well in production licence 533.
”Vi har veldig god lønnsomhet i øyeblikket, og vi klarer å bygge ut funn som har ligget brakk i mange år,” fortsatte Nyland.	“We still have very good profitability, and we are able to develop discoveries that have lain fallow for several years,” Nyland continued.
I tillegg er det funnet bergarter av en alder som opptrer som kildebergarter på Grønland.	In addition, rocks the same age as source rocks on Greenland were discovered.
Det er første gang dette området blir systematisk kartlagt.	This is the first time this area will be systematically mapped.
Størrelsen på funnet er anslått til mellom 7 og 40 millioner standard kubikkmeter utvinnbar olje.	The estimated size of the discovery is between 7 and 40 million standard cubic metres of contingent resources.
I praksis omfatter avtalen blant annet utveksling av teknisk og vitenskaplig informasjon og ekspertise og utveksling av personell.	The practical side of the agreement includes, among other things, exchange of technical and scientific information, expertise and personnel.
Bryne- og Ulaformasjonen har en total oljekolonne på 49 meter, hvorav om lag 15 meter til sammen fra flere tynne sandsteinslag med god til dårlig reservoarkvalitet.	The Bryne and Ula formations have a 49-metre total oil column, about 15 metres of which are from multiple thin sandstone layers with good to poor reservoir quality.
Brønnene ligger om lag sju kilometer nord for Sleipner og cirka tre kilometer øst for funnet 15/5-1 Dagny.	The wells are located approx. 7 km north of Sleipner and approx. 3 km east of the 15/5-1 Dagny discovery.
Utvinningstillatelsen 380 ble tildelt i TFO 2005.	Production licence 380 was awarded in APA 2005.
April 2007	April 2007
Til sammenligning ble det solgt 85 millioner Sm3 olje i 2013..	In comparison, 85 million Sm3 of oil were sold in 2013..
Boreprogrammet for brønnbane 15/6-9 B gjelder boring av avgrensningsbrønn i utvinningstillatelse 303.	The drilling program for wellbore 15/6-9 B relates to drilling of an appraisal well in production licence 303.
Stramt arbeidsmarked Per Johansen, leder for HR og administrasjon, sier at innleie av ingeniører fra Filippinene begynte nokså tilfeldig.	Fortuitously Hiring engineers from the Philippines started fairly fortuitously at the Egersund yard, reports Per Johansen, who heads its human resources and administration functions.
Halland viser til erfaringene fra Snøhvit-feltet, hvor CO2 har blitt fjernet fra gassen og deponert i undergrunnen siden 2007.	Halland references the experiences from the Snøhvit field, where CO2 has been removed from the gas and deposited in the subsurface since 2007.
Blokk 15/5 ligger like nordvest for Sleipner-området i Nordsjøen.	Block 15/5 lies just northwest of the Sleipner area in the North Sea.
Brønnen testa ein ny geologisk modell med eit stort potensiale, men med lav funnsannsynlegheit i eit nytt område som ikkje har vore utforska tidligare.	The well tested a new geological model with significant potential, but low likelihood of discovery in a previously unexplored area.
Utvinningstillatelse 341 ble tildelt i forbindelse med Tildeling av forhåndsdefinerte områder i 2004 (TFO 2004).	PL 341 was awarded in connection with the awards in predefined areas in 2004.
Boreprogrammet for brønn 25/8-18 S gjeld boring av avgrensingsbrønn i utvinningsløyve 169.	The drilling programme for well 25/8-18 S relates to the drilling of an appraisal well in production licence 169.
Nord for 83 N økte hyppigheten av gammel is, og fra 84 20' N var det utelukkende is som er flere år gammel, skriver Kristoffersen.	The frequency of old ice increased north of 83 N, and from 84 20'N there was only ice that was several years old.
Størrelsen på funnet er mellom 3 og 4,5 millioner standard kubikkmeter utvinnbar olje.	The size of the discovery is between 3 and 4.5 million standard cubic metres of recoverable oil.
Den legger fundamentet for velferden vår – likevel diskuterer vi den lite.	“It lays the basis for our prosperity – yet we don’t talk much about it.
I OEP kan du søke etter dokumenter fra alle statlige virksomheter som er med i OEP og bestille innsyn.	In OEP you can search for documents from all government agencies that participate in OEP, and you can request access.
Rapporten gir også råd om forbedringer.	The report also provides suggestions for improvements.
Avtalen ble signert av Råstoffdirektoratets direktør Jørn Skov Nilsen og oljedirektør Bente Nyland på et møte hos Oljedirektoratet tirsdag 11. januar.	The agreement was signed by the Director of the BMP, Jørn Skov Nilsen, and Director General Bente Nyland at a meeting at the NPD's offices on Tuesday, 11 January.
Det britiske konsulentselskapet Element energy har koordinert arbeidet med rapporten.	The British consultancy firm Element Energy coordinated the work on the report, which also includes contributions from the German and Dutch authorities.
Dermed vil virkningene av dagens utslipp også påvirke framtidige generasjoner.	Today’s emissions will therefore also affect future generations.
Produksjonen på Goliat starta igjen den 27 september.	Production on Goliat started again on the 27th September.
Brønnen ble boret til et vertikalt dyp på 3806 meter under havflaten og avsluttet i Teistformasjonen i nedre trias.	The well was drilled to a vertical depth of 3806 metres below the sea surface, and terminated in the Teist formation in the Lower Triassic.
Brønnen er boret i Barentshavet, om lag 15 kilometer sørvest for funnet 7220/8-1 Johan Castberg og 230 kilometer nordvest for Hammerfest.	The well has been drilled in the Barents Sea, about 15 kilometres southwest of the 7220/8-1 Johan Castberg discovery and 230 kilometres northwest of Hammerfest.
Maksimum produksjonsrate var på 1,03 millioner Sm3 gass per strømningsdøgn gjennom en 104/64 tommers dyseåpning.	The maximum production rate was 1.03 million Sm3 gas per flow day through a 104/64-inch nozzle opening.
Brønnen blir bora om lag 200 kilometer nordvest for Bergen.	The well will be drilled about 200 kilometres northwest of Bergen.
Boreprogrammet for brønn 7224/2-1 gjeld boring av undersøkingsbrønn i utvinningsløyve 611.	The drilling program for well 7224/2-1 concerns the drilling of a wildcat well in production licence 611.
Det skal bores to produksjonsbrønner og én injeksjonsbrønn.	Two production wells and one injection well will be drilled.
Produksjon fra gasskondensatfeltet Frigg sluttet 26 oktober etter 27 års produksjon.	Production from the gass/condensate field Frigg was shut down on the 26th of October after 27 years of production.
Felta Snøhvit og Mikkel har vært nedstengde i 11 og 17 dager pga. tekniske problem.	Production from the Snøhvit and Mikkel fields were shut down for 10 and 17 days due to technical problems.
Året etter ble det opprettet et NOx-fond der både rederier, oljeselskap og enkeltfelt på sokkelen kan være med.	An NOx fund was established the following year where shipping companies, oil companies and individual fields on the shelf can join.
Funnet vil bli vurdert utbygget mot Knarr produksjonsskip.	The licensees will consider development of the discovery to the Knarr production ship.
Tema: Seismikk | Brønner | Utbygging og drift	Topics: Seismic | Wells | Development and operations
Mye handler om mer effektive og rimeligere brønner.	A lot of this is about more efficient and more reasonable wells.
Havdypet er 126 meter.	The water depth is 126 metres.
Total oljeproduksjon er litt under OD sin prognose for 2011.	Total oil production is slightly below the NPD’s prognosis for the year.
Den totale petroleumsproduksjonen så langt i 2014 er om lag 75,6 millionar standard kubikkmeter oljeekvivalentar (MSm3 o.e.).	The total petroleum production for the first four months in 2014 is about 75.6 million standard cubic meters oil equivalents.
Edison Norge AS	Edison Norge AS
Brønnen ble boret til et vertikalt dyp på 2371 meter under havflaten og avsluttet i Snaddformasjonen i øvre trias.	The well was drilled to a vertical depth of 2371 metres below the sea surface and terminated in the Snadd formation in Upper Triassic.
Petroleumstilsynet vil i slike høve omgåande varsle Oljedirektoratet.	In such cases, the PSA will immediately notify the NPD.
Endelege produksjonstal for november 2013 viser ein gjennomsnittleg dagsproduksjon på om lag 1,542 millionar fat olje, 0,362 millionar fat NGL og kondensat og totalt 9,4 GSm3 gass for sal.	Final production figures from November 2013 show an average daily production of about 1.542 million barrels of oil, 0.362 million barrels of NGL and condensate and a total of 9.4 billion Sm3 saleable gas production.
51 87 64 51	+47 51 87 64 51
I 2008 er det forventet at ytterligere 3 felt blir satt i produksjon: Alvheim, Vilje og Volve.	An additional three fields are expected to start producing in 2008: Alvheim, Vilje and Volve.
IRIS/ UiS/ DrillWell/ The National IOR Centre of Norway	IRIS/ UiS/ DrillWell/ The National IOR Centre of Norway
Brønnen ble boret 6 kilometer nordøst for Gjøa-feltet og 55 kilometer sørvest for Fløro.	The well was drilled six kilometres northeast of the Gjøa field and 55 kilometres southwest of Fløro.
Utlysningsrunden er den desidert mest omfattende som har vært i Barentshavet.	This licencing round was, without doubt, the most comprehensive ever undertaken in the Barents Sea.
Etter avsluttet saksbehandling, kunngjør OD den planlagte aktiviteten med angivelse av område og forventet tidsintervall.	After the procedure has been completed, the NPD announces the planned activity, stating the area involved and the expected time intervals.
Brønnene ble boret av den halvt nedsenkbare boreinnretningen Ocean Vanguard, som nå skal til utvinningstillatelse 376 i Nordsjøen for å bore undersøkelsesbrønn 35/6-1 S der StatoilHydro ASA er operatør.	The wells were drilled by the semi-submersible drilling facility Ocean Vanguard, which will now proceed to production licence 376 in the North Sea to drill wildcat well 35/6-1 S, where StatoilHydro ASA is the operator.
Funnet ligger 90 kilometer vest for Florø og 60 kilometer nordvest for Gjøafeltet og i nordlige del av Nordsjøen.	The discovery is located 90 km west of Florø and 60 km northwest of the Gjøa field in the northern part of the North Sea.
- Blant annet skal ledelsen suppleres som følge av endringen, sier Nyland.	"Among other things, the management group must be reinforced as a consequence of this change," says Nyland.
I forkant av utbyggingen er det gjort omfattende undersøkelser for å finne ut om det er fare for nye ras.	Ahead of the development of this field, extensive studies were conducted to determine the threat of new land movements.
Boringen utføres med den oppjekkbare plattformen Mærsk Giant på 90 meters vanndyp.	The drilling activity is being carried out by the jack-up platform Mærsk Giant in 90 meters of water.
Brønnen påtraff olje i en åtte-ni meter brutto-kolonne i tynne sandsteinslag over en 25 meter sandsteinssekvens i Kolmuleformasjonen.	The well encountered oil in a gross eight-nine metre column in thin sandstone strata above a 25-metre sandstone sequence in the Kolmule formation.
Kontakt i Oljedirektoratet: Rune Hult, tlf.	Contact in the Norwegian Petroleum Directorate: Rune Hult, tel.
Brønn 7220/11-3 AR skal borast frå boreinnretninga Leiv Eiriksson i posisjon 72°01'12,62" nord og 20°31'41,23" aust i utvinningsløyve 609.	Well 7220/11-3 AR will be drilled from the Leiv Eiriksson drilling facility at position 72°56'45,94" north and 22°19'26,18" east in production licence 609.
App-en kan lastes gratis ned fra Marketplace.	The app can be downloaded for free from Marketplace.
I første halvår 2011 ble det boret 21 letebrønner og gjort åtte funn.	In the first half of 2011, 21 exploration wells were drilled and eight discoveries were made.
Funnet av Goliatfeltet kunne endre bildet, og OD krevde nye vurderinger.	The discovery of the Goliat field could change the situation, and the NPD demanded new assessments.
Framover skal OD fortsette sitt arbeid med å gjennomføre programmer under OfU og samtidig koordinere innsatsen i forhold til prosjekter som Statens forurensningstilsyn og Finansdepartementet vil få ansvar for.	In the years to come, the NPD will continue its work to implement The Oil for Development program while simultaneously coordinating efforts in relation to projects run by the Norwegian Pollution Control Authority and the Ministry of Finance.
Deler av informasjonen kan brukeren selv filtrere og sortere,” sier Jan Bygdevoll, direktør for prognoser, analyse og data i Oljedirektoratet.	Parts of the information can be filtered and sorted by the user,” says Jan Bygdevoll, director of prognoses, analysis and data in the NPD.
Brønn 7219/12-1 A ble boret til et vertikalt dyp på 1800 meter under havflaten og avsluttet i Fruholmenformasjonen av sentrias alder.	Well 7219/12-1 A was drilled to a vertical depth of 1800 metres below the sea surface and terminated in the Fruholmen formation in Late Triassic.
Blant annet har nybygget varmegjenvinning som utnytter spillvarme fra datarom i nærområdet.	Among other things, the new building has heat recycling which utilises waste heat from nearby server rooms.
Brønn 7222/1-1 ble boret til 2366 meter vertikal dybde under havoverflaten og ble avsluttet i Røye-formasjonen av perm alder.	Well 7222/1-1 was drilled to a vertical depth of 2366 metres below the sea surface and was terminated in the Røye formation from the Permian Age.
Undersøkingsbrønn 7220/4-1 er den sjette letebrønnen i utvinningsløyve 532.	Wildcat well 7220/4-1 is the sixth exploration well in production licence 532.
Brønnen blir bora om lag åtte kilometer nord for Gjøafeltet.	The well will be drilled about eight kilometres north of the Gjøa field.
Brønnen er boret om lag seks kilometer sør for Oseberg Sør-innretningen og om lag 130 kilometer vest for Bergen.	The well has been drilled about six kilometres south of the Oseberg Sør facility, and about 130 kilometres west of Bergen.
Brønnene blir nå midlertidig plugget og forlatt.	The wells will now be temporarily plugged and abandoned.
Når reservetilveksten på 13 millioner Sm3 o.e regnes inn, ble reservene redusert med 206 millioner Sm3 o.e.	Including the reserve growth of 13 million Sm3 o.e., reserves declined by 206 million Sm3 o.e.
OD selger seismikk fra Lofoten, Vesterålen og Senja	NPD is selling seismic data from Lofoten, Vesterålen and Senja
Samtidig som PUDen for den første fasen av utbyggingen blir gjennomgått, er OD i gang med å følge opp arbeidet med de videre byggetrinnene.	In tandem with reviewing the PDO for the first phase of the development, the NPD has also started to follow up the work on the remaining construction stages.
Hensikten med brønnene var å påvise petroleum i øvre-midtre paleocen reservoarbergarter (Hermod- og Heimdalformasjonene).	The objective of the wells was to prove petroleum in Upper – Middle Paleocene reservoir rocks (the Hermod and Heimdal formations).
Hensikten med brønnen var å undersøke reservoar- og strømningsegenskapene til karbonatbergarter i øvre perm (Zechsteingruppen) og bestemme tilstedeværelse, tykkelse og reservoarkvalitet til reservoarbergarten i øvre jura.	The objective of the well was to investigate the reservoir and flow properties of Upper Permian carbonate rocks (Zechstein group) and establish the presence, thickness and reservoir quality of the Upper Jurassic reservoir rocks.
Det er ikke foretatt formasjonstesting i brønnen, men det er utført omfattende datainnsamling og prøvetaking av reservoaret.	The well has not been formation tested, but comprehensive data acquisition and sampling have been carried out in the reservoir.
Miljø Utslipp fra petroleumsvirksomheten følger i stor grad produksjonen.	Environment Emissions and discharges from the petroleum activities largely follow production volumes.
Brønnen blir bora om lag 45 kilometer søraust for gassfunnet Asterix og 60 kilometer nord for gassfunnet Gro.	The well will be drilled approximately 45 kilometres southeast of the Asterix gas discovery and 60 kilometres north of the Gro gas discovery.
For brønner på norsk sokkel der selskapet er rettighetshaver, har avviket mellom tiden som er brukt på boring og komplettering i forhold til forventet tidsbruk, gått kraftig opp.	The gap between actual and planned time to drill wells on the NCS in which the company is a licensee has increased sharply.
Sekundært letemål var å påvise petroleum i noe eldre reservoarbergarter av tidligkritt alder (nedre del av Koljeformasjonen).	The secondary exploration target was to prove petroleum in somewhat older Early Cretaceous reservoir rocks (lower part of the Kolje formation).
Det ble imidlertid påtruffet olje i to reservoarnivåer over Huginformasjonen.	However, oil was encountered in two reservoir levels above the Hugin formation.
Produksjonen frå fleire felt var redusert i august pga. planlagt vedlikehald	Production from several fields were reduced in August due to planned maintenance.
Rettighetshaverne i utvinningstillatelsen vil vurdere å produsere funnet mot Skarv.	The licensees in the production licence will consider producing the discovery via Skarv.
Primært letemål med brønnen var å påvise petroleum på Visundfeltets østflanke i nedre jura reservoarbergarter (Statfjordgruppen).	The well's primary exploration target was to prove petroleum on the east flank of the Visund field in Lower Jurassic reservoir rocks (the Statfjord group).
